beat_id,rank,origin,asset_id,provider,video_id,query,semantic_score,final_score,width,height,duration,contributor,page_url,filename,status,error
B012,1,library,pexels:5909382,pexels,5909382,meadow dew sunrise,0.17144952952861786,0.20144952952861786,3840,2160,24.0,Yaroslav Shuraev,https://www.pexels.com/video/moss-on-the-ground-5909382/,B012_PEXELS_5909382.mp4,reused,
B012,2,library,pexels:3161277,pexels,3161277,grass morning close up,0.15256853294372558,0.18256853294372558,1920,1080,17.0,Peter Fowler,https://www.pexels.com/video/close-up-video-of-a-moss-3161277/,B012_PEXELS_3161277.mp4,reused,
B013,1,library,pexels:7230923,pexels,7230923,coastal wildflowers morning,0.12211276717483999,0.15211276717483999,3840,2160,16.0,Taryn Elliott,https://www.pexels.com/video/close-up-shot-of-fern-leaf-7230923/,B013_PEXELS_7230923.mp4,reused,
B013,2,library,pixabay:307611,pixabay,307611,coast nature detail,0.11888265034556389,0.1488826503455639,1920,1080,15.0,Mario_Krimer,https://pixabay.com/videos/id-307611/,B013_PIXABAY_307611.mp4,reused,
B014,1,library,pexels:6922874,pexels,6922874,meadow dew sunrise,0.13724324494600296,0.16724324494600296,3840,2160,21.0,Taryn Elliott,https://www.pexels.com/video/a-moving-shot-of-the-sun-behind-the-tree-branch-6922874/,B014_PEXELS_6922874.mp4,reused,
B014,2,library,pexels:5833097,pexels,5833097,wildflowers first light,0.13648002609610557,0.16648002609610557,4096,2160,25.0,KATRIN  BOLOVTSOVA,https://www.pexels.com/video/walkway-through-the-woods-5833097/,B014_PEXELS_5833097.mp4,reused,
B015,1,library,pexels:31986473,pexels,31986473,coast dawn drone,0.14888835228979588,0.17888835228979588,3840,2160,16.0,Christopher Borges,https://www.pexels.com/video/sunrise-with-mist-over-foggy-river-31986473/,B015_PEXELS_31986473.mp4,reused,
B015,2,library,pixabay:102106,pixabay,102106,ocean sunrise aerial,0.1484280079007149,0.1784280079007149,3840,2160,15.0,Prismavector,https://pixabay.com/videos/id-102106/,B015_PIXABAY_102106.mp4,reused,
B016,1,library,pexels:38099169,pexels,38099169,coastal clouds aerial,0.15305320635437966,0.18305320635437966,3840,2160,30.0,David Solce,https://www.pexels.com/video/aerial-view-of-river-and-mountains-at-sunset-38099169/,B016_PEXELS_38099169.mp4,reused,
B016,2,library,pexels:34023415,pexels,34023415,coastal clouds aerial,0.1510577666014433,0.17945776660144327,3840,2160,13.0,Santhosh Peddi,https://www.pexels.com/video/stunning-foggy-landscape-aerial-at-sunrise-34023415/,B016_PEXELS_34023415.mp4,reused,
B017,1,library,pexels:26626435,pexels,26626435,Scripture ocean dawn,0.1430628178268671,0.1730628178268671,3840,2160,18.0,Luca Musella,https://www.pexels.com/video/the-sun-is-setting-over-the-ocean-and-a-small-island-26626435/,B017_PEXELS_26626435.mp4,reused,
B017,2,library,pexels:34228902,pexels,34228902,Scripture ocean dawn,0.13878846406936646,0.16878846406936646,3840,2160,41.0,Oskar Gross,https://www.pexels.com/video/serene-ocean-sunset-captured-by-drone-34228902/,B017_PEXELS_34228902.mp4,reused,
B018,1,library,pexels:13933588,pexels,13933588,coastal mist morning,0.1637125113606453,0.1937125113606453,3840,2160,22.0,Max Parada,https://www.pexels.com/video/clouds-over-hills-on-sea-shore-13933588/,B018_PEXELS_13933588.mp4,reused,
B018,2,library,pixabay:189813,pixabay,189813,shore fog sunrise,0.1506873355805874,0.1806873355805874,3840,2160,23.0,Matthias_Groeneveld,https://pixabay.com/videos/id-189813/,B018_PIXABAY_189813.mp4,reused,
B019,1,library,pixabay:21175,pixabay,21175,bright horizon dawn,0.12955509558320047,0.15795509558320045,3840,2160,13.0,ChristianBodhi,https://pixabay.com/videos/id-21175/,B019_PIXABAY_21175.mp4,reused,
B019,2,library,pixabay:206272,pixabay,206272,coastal sky morning,0.1204893732070923,0.1504893732070923,3840,2160,35.0,TonyDias7,https://pixabay.com/videos/id-206272/,B019_PIXABAY_206272.mp4,reused,
B020,1,library,pexels:32909321,pexels,32909321,misty trees morning,0.16132406905293464,0.19132406905293464,3840,2160,29.0,Jay's Photography,https://www.pexels.com/video/4k-aerial-view-of-irish-forest-path-32909321/,B020_PEXELS_32909321.mp4,reused,
B020,2,library,pexels:11675380,pexels,11675380,forest morning aerial,0.15757123470306397,0.18757123470306397,3840,2160,22.0,Sergei Skrynnik,https://www.pexels.com/video/drone-footage-of-a-river-in-a-mountain-landscape-11675380/,B020_PEXELS_11675380.mp4,reused,
B021,1,library,pixabay:65560,pixabay,65560,golden waves morning,0.14510296513140203,0.17510296513140203,1920,1080,23.0,missdeena,https://pixabay.com/videos/id-65560/,B021_PIXABAY_65560.mp4,reused,
B021,2,library,pexels:17288758,pexels,17288758,sunlight ocean detail,0.13356996417045594,0.16356996417045594,3840,2160,49.0,Luz Calor Som,https://www.pexels.com/video/drone-footage-above-the-meeting-of-the-river-and-the-sea-17288758/,B021_PEXELS_17288758.mp4,reused,
B022,1,library,pixabay:106600,pixabay,106600,nature detail sunrise,0.17242661112546923,0.20242661112546922,4096,2160,15.0,CLEARSTREAMFILM,https://pixabay.com/videos/id-106600/,B022_PIXABAY_106600.mp4,reused,
B022,2,library,pixabay:203449,pixabay,203449,forest leaves morning,0.1402347348034382,0.1702347348034382,3840,2160,15.0,JoshuaWoroniecki,https://pixabay.com/videos/id-203449/,B022_PIXABAY_203449.mp4,reused,
B023,1,library,pexels:8541467,pexels,8541467,hands shoreline dawn,0.15596906138584019,0.18596906138584018,3840,2160,73.0,Tom Fisk,https://www.pexels.com/video/drone-footage-of-a-river-8541467/,B023_PEXELS_8541467.mp4,reused,
B023,2,library,pexels:6278330,pexels,6278330,surrender nature sunrise,0.1495442621037364,0.1795442621037364,3840,2160,19.0,Ambient_Nature_ Atmosphere,https://www.pexels.com/video/beautiful-lake-by-the-forest-6278330/,B023_PEXELS_6278330.mp4,reused,
B024,1,library,pexels:29136188,pexels,29136188,Scripture nature light,0.15326557276770472,0.18326557276770472,3840,2160,30.0,Sergey Guk,https://www.pexels.com/video/aerial-view-of-serene-mountain-landscape-at-sunrise-29136188/,B024_PEXELS_29136188.mp4,reused,
B024,2,library,pexels:11675458,pexels,11675458,open Bible meadow morning,0.15260560043156146,0.18260560043156146,3840,2160,25.0,Sergei Skrynnik,https://www.pexels.com/video/aerial-view-of-a-river-in-the-mountains-in-altai-11675458/,B024_PEXELS_11675458.mp4,reused,
B025,1,library,pexels:18851815,pexels,18851815,tidal river sunrise,0.15002933653071523,0.18002933653071523,3840,2160,50.0,Tom Fisk,https://www.pexels.com/video/aerial-view-of-the-river-and-the-sunrise-18851815/,B025_PEXELS_18851815.mp4,reused,
B025,2,library,pexels:10728079,pexels,10728079,estuary morning aerial,0.1424317417293787,0.1724317417293787,3840,2160,96.0,Tom Fisk,https://www.pexels.com/video/fog-over-river-curves-10728079/,B025_PEXELS_10728079.mp4,reused,
B026,1,library,pexels:33213917,pexels,33213917,coastal grass morning,0.11136712931096554,0.14136712931096554,3840,2160,23.0,K,https://www.pexels.com/video/aerial-view-of-serene-green-forest-trails-33213917/,B026_PEXELS_33213917.mp4,reused,
B027,1,library,pexels:6508498,pexels,6508498,wet leaves close up,0.1736363222450018,0.2036363222450018,3840,2160,18.0,Tima Miroshnichenko,https://www.pexels.com/video/close-up-shot-of-leaves-with-water-6508498/,B027_PEXELS_6508498.mp4,reused,
B027,2,library,pexels:28962347,pexels,28962347,wet leaves close up,0.1525864489004016,0.1825864489004016,3840,2160,20.0,Karl  Byron,https://www.pexels.com/video/dewy-leaves-in-lush-greenery-shot-28962347/,B027_PEXELS_28962347.mp4,reused,
B028,1,library,pexels:30226963,pexels,30226963,gentle rain leaves morning,0.15781956925988197,0.18781956925988197,4096,2160,50.0,Sergei Starostin,https://www.pexels.com/video/black-and-white-raindrops-on-leaves-close-up-30226963/,B028_PEXELS_30226963.mp4,reused,
B028,2,library,pexels:4220800,pexels,4220800,gentle rain leaves morning,0.14663154617697,0.17663154617697,1920,1080,301.0,Hinata Japan,https://www.pexels.com/video/video-of-a-wet-tree-branch-4220800/,B028_PEXELS_4220800.mp4,reused,
B029,1,library,pexels:13016862,pexels,13016862,meadow morning aerial,0.13606211357315381,0.1660621135731538,2560,1440,35.0,Carsten Link,https://www.pexels.com/video/sun-over-woods-13016862/,B029_PEXELS_13016862.mp4,reused,
B029,2,library,pexels:34445262,pexels,34445262,field sunrise drone,0.1341490538418293,0.1641490538418293,3840,2160,25.0,Septimiu Lupea,https://www.pexels.com/video/scenic-sunrise-over-serene-river-valley-34445262/,B029_PEXELS_34445262.mp4,reused,
B030,1,library,pexels:17992784,pexels,17992784,wildflowers first light,0.11972222417593004,0.14972222417593004,3840,2160,37.0,Sacha Moreau,https://www.pexels.com/video/a-picnic-table-in-the-woods-with-the-sun-shining-through-17992784/,B030_PEXELS_17992784.mp4,reused,
B030,2,library,pexels:31807934,pexels,31807934,wildflowers first light,0.13308303967118265,0.12808303967118265,3840,2160,21.0,Matthias Groeneveld,https://www.pexels.com/video/serene-sunrise-through-forest-trees-31807934/,B030_PEXELS_31807934.mp4,reused,
B031,1,library,pexels:33458345,pexels,33458345,grass coast sunrise,0.15161180436611177,0.18161180436611177,3840,2160,22.0,Ahto Palmre,https://www.pexels.com/video/serene-sunrise-over-misty-forest-landscape-33458345/,B031_PEXELS_33458345.mp4,reused,
B031,2,library,pexels:13980197,pexels,13980197,shore field dawn,0.13337395392358303,0.16337395392358303,3840,2160,45.0,James Cover,https://www.pexels.com/video/birds-flying-off-lake-and-fisherman-on-lake-13980197/,B031_PEXELS_13980197.mp4,reused,
B033,1,library,pexels:5386138,pexels,5386138,hands shoreline dawn,0.1353722633421421,0.1653722633421421,4096,2160,23.0,cottonbro studio,https://www.pexels.com/video/a-monk-praying-outdoors-5386138/,B033_PEXELS_5386138.mp4,reused,
B033,2,library,pixabay:287510,pixabay,287510,open hands river morning,0.12835329683497548,0.15835329683497548,3840,2160,16.0,Thamnguyen_TBVN,https://pixabay.com/videos/id-287510/,B033_PIXABAY_287510.mp4,reused,
B034,1,library,pexels:14057075,pexels,14057075,misty landscape dawn,0.1601163258825739,0.1901163258825739,2560,1440,20.0,Carsten Link,https://www.pexels.com/video/sunlight-through-trees-14057075/,B034_PEXELS_14057075.mp4,reused,
B034,2,library,pexels:2878082,pexels,2878082,green valley morning,0.141318321749568,0.171318321749568,3840,2160,30.0,K,https://www.pexels.com/video/aerial-view-of-a-beautiful-landscape-with-reflection-of-the-sun-on-the-river-2878082/,B034_PEXELS_2878082.mp4,reused,
B035,1,library,pexels:19804747,pexels,19804747,forest morning aerial,0.14441945803165437,0.17361945803165435,3840,2160,14.0,Sergei Garenko,https://www.pexels.com/video/sunset-golden-hour-over-the-river-19804747/,B035_PEXELS_19804747.mp4,reused,
B035,2,library,pexels:19365181,pexels,19365181,misty trees morning,0.14216797515749932,0.17216797515749932,3840,2160,35.0,David Pickup |  Advertising & Marketing  🇬🇧,https://www.pexels.com/video/dog-walking-in-the-snow-19365181/,B035_PEXELS_19365181.mp4,reused,
B036,1,library,pixabay:56477,pixabay,56477,misty trees morning,0.14938586741685866,0.17938586741685866,3840,2160,16.0,Matthias_Groeneveld,https://pixabay.com/videos/id-56477/,B036_PIXABAY_56477.mp4,reused,
B036,2,library,pexels:31814126,pexels,31814126,forest morning aerial,0.14230881310999394,0.17230881310999394,3840,2160,87.0,Tom Schönmann,https://www.pexels.com/video/stunning-aerial-view-of-serene-river-at-sunset-31814126/,B036_PEXELS_31814126.mp4,reused,
B037,1,library,pexels:18934396,pexels,18934396,field first light,0.11779131010174751,0.1127913101017475,3840,2160,63.0,Tom Fisk,https://www.pexels.com/video/aerial-view-of-a-river-and-fog-in-the-morning-18934396/,B037_PEXELS_18934396.mp4,reused,
B038,1,library,pixabay:136389,pixabay,136389,water over rocks sunrise,0.18727600765228272,0.21727600765228272,1920,1080,51.0,杨明,https://pixabay.com/videos/id-136389/,B038_PIXABAY_136389.mp4,reused,
B038,2,library,pexels:7716998,pexels,7716998,forest stream morning,0.15608809605240823,0.18608809605240823,3840,2160,60.0,I Am Sorin,https://www.pexels.com/video/water-flowing-in-the-river-7716998/,B038_PEXELS_7716998.mp4,reused,
B040,1,library,pexels:5563046,pexels,5563046,deer meadow mist,0.13951563104987144,0.16951563104987144,3840,2160,16.0,Yaroslav Shuraev,https://www.pexels.com/video/drone-footage-of-the-forest-during-autumn-5563046/,B040_PEXELS_5563046.mp4,reused,
B040,2,library,pexels:31194456,pexels,31194456,deer dawn wide,0.12732545748353005,0.15732545748353005,4096,2160,59.0,Engin Akyurt,https://www.pexels.com/video/serene-stream-flowing-over-mossy-rocks-31194456/,B040_PEXELS_31194456.mp4,reused,
B041,1,library,pexels:8453769,pexels,8453769,meadow dew sunrise,0.12422372601926326,0.08422372601926326,3840,2160,93.0,Tom Fisk,https://www.pexels.com/video/aerial-footage-of-a-landscape-8453769/,B041_PEXELS_8453769.mp4,reused,
B043,1,library,pexels:1436647,pexels,1436647,waterside detail dawn,0.14422496946156024,0.17342496946156022,1920,1080,14.0,Zuzanna Musial,https://www.pexels.com/video/reflection-of-trees-in-the-lake-1436647/,B043_PEXELS_1436647.mp4,reused,
B043,2,library,pixabay:168742,pixabay,168742,river reeds morning,0.12892310820519925,0.15892310820519925,3840,2160,37.0,KIMDAEJEUNG,https://pixabay.com/videos/id-168742/,B043_PIXABAY_168742.mp4,reused,
B044,1,library,pexels:29136253,pexels,29136253,river valley aerial morning,0.18246412105858326,0.21246412105858326,3840,2160,89.0,Sergey Guk,https://www.pexels.com/video/breathtaking-view-of-albanian-mountains-at-sunrise-29136253/,B044_PEXELS_29136253.mp4,reused,
B044,2,library,pixabay:70467,pixabay,70467,winding river drone,0.1624104128777981,0.1924104128777981,3840,2160,25.0,juwelfahim48,https://pixabay.com/videos/id-70467/,B044_PIXABAY_70467.mp4,reused,
B045,1,library,pexels:6512221,pexels,6512221,birds over river morning,0.1478328687697649,0.1778328687697649,3840,2160,35.0,Ambient_Nature_ Atmosphere,https://www.pexels.com/video/mist-over-the-lake-6512221/,B045_PEXELS_6512221.mp4,reused,
B045,2,library,pexels:6444883,pexels,6444883,birds over river morning,0.14331251285970212,0.17331251285970212,3840,2160,21.0,Ambient_Nature_ Atmosphere,https://www.pexels.com/video/low-angle-shot-of-the-lake-6444883/,B045_PEXELS_6444883.mp4,reused,
B046,1,library,pexels:10573375,pexels,10573375,meadow morning aerial,0.1289446470886469,0.05394464708864688,3840,2160,94.0,Tom Fisk,https://www.pexels.com/video/drone-footage-of-a-dense-forest-and-a-road-10573375/,B046_PEXELS_10573375.mp4,reused,
B047,1,library,pexels:5392007,pexels,5392007,foothill morning aerial,0.17266098820169767,0.20266098820169767,2560,1440,22.0,Griffin Wooldridge,https://www.pexels.com/video/aerial-footage-of-a-town-5392007/,B047_PEXELS_5392007.mp4,reused,
B047,2,library,pexels:26776945,pexels,26776945,valley sunrise drone,0.16228496000170708,0.19228496000170708,3840,2160,27.0,Aditya  Banerjee,https://www.pexels.com/video/mist-covered-hills-26776945/,B047_PEXELS_26776945.mp4,reused,
B048,1,library,pexels:18637358,pexels,18637358,Scripture nature light,0.12674516843259334,0.15674516843259334,3840,2160,15.0,Matias Luge,https://www.pexels.com/video/a-river-in-the-woods-with-trees-and-water-18637358/,B048_PEXELS_18637358.mp4,reused,
B048,2,library,pexels:19711802,pexels,19711802,Bible sunrise outdoors,0.12016611848771572,0.15016611848771572,1920,1080,51.0,Anton Atanasov,https://www.pexels.com/video/a-stream-flowing-through-a-forest-in-the-sun-19711802/,B048_PEXELS_19711802.mp4,reused,
B049,1,library,pexels:34445266,pexels,34445266,river valley morning,0.1719221518933773,0.2019221518933773,3840,2160,28.0,Septimiu Lupea,https://www.pexels.com/video/stunning-aerial-view-of-river-at-sunrise-34445266/,B049_PEXELS_34445266.mp4,reused,
B049,2,library,pexels:27112897,pexels,27112897,river valley morning,0.1709858555793762,0.1961858555793762,3840,2160,9.0,Alex Moliski,https://www.pexels.com/video/a-river-runs-through-a-valley-in-the-middle-of-a-forest-27112897/,B049_PEXELS_27112897.mp4,reused,
B050,1,library,pexels:5840477,pexels,5840477,walking bridge back view,0.15688600834459066,0.18688600834459065,4096,2160,18.0,KATRIN  BOLOVTSOVA,https://www.pexels.com/video/person-walking-alone-in-the-woods-5840477/,B050_PEXELS_5840477.mp4,reused,
B050,2,library,pexels:37130338,pexels,37130338,path over stream sunrise,0.15111473654210567,0.17631473654210567,3840,2160,9.0,Alex Moliski,https://www.pexels.com/video/serene-forest-walk-at-sunrise-in-utah-37130338/,B050_PEXELS_37130338.mp4,reused,
B051,1,library,pexels:19872896,pexels,19872896,river reeds morning,0.1323006296157837,0.1623006296157837,3840,2160,18.0,Jozef Papp,https://www.pexels.com/video/aerial-view-of-a-bridge-over-a-river-19872896/,B051_PEXELS_19872896.mp4,reused,
B051,2,library,pexels:19939748,pexels,19939748,river reeds morning,0.13048124094307423,0.16048124094307423,1920,1080,56.0,Aerial Wanderlust,https://www.pexels.com/video/sunrise-shot-19939748/,B051_PEXELS_19939748.mp4,reused,
B052,1,library,pixabay:1890,pixabay,1890,gentle coast golden light,0.1404187217546834,0.1704187217546834,2720,1434,34.0,bellergy,https://pixabay.com/videos/id-1890/,B052_PIXABAY_1890.mp4,reused,
B052,2,library,pexels:31626509,pexels,31626509,gentle coast golden light,0.13867101088166237,0.16867101088166236,3840,2160,27.0,David Kanigan,https://www.pexels.com/video/serene-sunrise-over-stamford-s-cove-island-park-31626509/,B052_PEXELS_31626509.mp4,reused,
B054,1,library,pexels:38641587,pexels,38641587,calm flock valley sunrise,0.14896111875772478,0.17896111875772477,3840,2160,51.0,Ruben Boekeloo,https://www.pexels.com/video/serene-sky-with-birds-flying-over-tree-canopy-38641587/,B054_PEXELS_38641587.mp4,reused,
B054,2,library,pexels:12590348,pexels,12590348,calm flock valley sunrise,0.14871085077524185,0.17871085077524185,4096,2160,48.0,Steven Van Elk,https://www.pexels.com/video/drone-shot-of-a-scenery-with-hills-12590348/,B054_PEXELS_12590348.mp4,reused,
B055,1,library,pexels:32033447,pexels,32033447,misty trees morning,0.14022200644016267,0.17022200644016267,3840,2160,33.0,Justin Stretch,https://www.pexels.com/video/peaceful-sunlit-woodland-path-in-spring-32033447/,B055_PEXELS_32033447.mp4,reused,
B055,2,library,pexels:27645984,pexels,27645984,misty trees morning,0.13032629457116127,0.16032629457116127,1920,1080,20.0,AP Vibes,https://www.pexels.com/video/a-puddle-in-the-woods-with-trees-and-a-path-27645984/,B055_PEXELS_27645984.mp4,reused,
B056,1,library,pexels:7919065,pexels,7919065,forest stream morning,0.15506913453340532,0.18506913453340532,3840,2160,60.0,I Am Sorin,https://www.pexels.com/video/water-flowing-on-a-forest-river-7919065/,B056_PEXELS_7919065.mp4,reused,
B056,2,library,pixabay:174860,pixabay,174860,gentle creek detail,0.1481090822815895,0.1781090822815895,3840,2160,28.0,Alex_Sochi7777,https://pixabay.com/videos/id-174860/,B056_PIXABAY_174860.mp4,reused,
B057,1,library,pexels:10397245,pexels,10397245,wildlife river dawn,0.1446750707551837,0.1746750707551837,3840,2160,22.0,Олеся Ронжанина,https://www.pexels.com/video/sunlight-over-stream-in-forest-10397245/,B057_PEXELS_10397245.mp4,reused,
B057,2,library,pexels:35897629,pexels,35897629,birds over river morning,0.13558020678162575,0.16398020678162573,1920,1080,13.0,Rich C,https://www.pexels.com/video/bird-by-the-river-in-arizona-desert-setting-35897629/,B057_PEXELS_35897629.mp4,reused,
B058,1,library,pixabay:91342,pixabay,91342,calm river landscape,0.13367225468158722,0.16367225468158722,3840,2160,30.0,extemporalist,https://pixabay.com/videos/id-91342/,B058_PIXABAY_91342.mp4,reused,
B058,2,library,pixabay:271161,pixabay,271161,river valley morning,0.13138719365000726,0.16138719365000725,3840,2160,27.0,McPix22,https://pixabay.com/videos/id-271161/,B058_PIXABAY_271161.mp4,reused,
B059,1,library,pexels:20559153,pexels,20559153,river reeds morning,0.1136632979363203,0.1436632979363203,1920,1080,64.0,Titus Blue,https://www.pexels.com/video/small-narrow-river-20559153/,B059_PEXELS_20559153.mp4,reused,
B060,1,library,pexels:32564405,pexels,32564405,open Bible meadow morning,0.11722201216965913,0.14722201216965913,3840,2160,25.0,Đào Thân,https://www.pexels.com/video/bird-perched-on-branch-in-lush-greenery-32564405/,B060_PEXELS_32564405.mp4,reused,
B060,2,library,pexels:11621861,pexels,11621861,Scripture nature light,0.11618045806884766,0.14618045806884766,3840,2160,60.0,I Am Sorin,https://www.pexels.com/video/flowing-water-in-stream-11621861/,B060_PEXELS_11621861.mp4,reused,
B061,1,library,pexels:4927959,pexels,4927959,beach sunrise wide,0.12381993845105171,0.1538199384510517,4096,2160,48.0,ROMAN ODINTSOV,https://www.pexels.com/video/sun-reflection-at-the-sea-water-4927959/,B061_PEXELS_4927959.mp4,reused,
B061,2,library,pexels:6135300,pexels,6135300,gentle coast golden light,0.11297276668250561,0.1429727666825056,3840,2160,59.0,Engin Akyurt,https://www.pexels.com/video/trees-in-the-forest-6135300/,B061_PEXELS_6135300.mp4,reused,
B062,1,library,pexels:6093375,pexels,6093375,sunrise river landscape,0.16914421372115612,0.16414421372115612,3840,2160,29.0,K,https://www.pexels.com/video/aerial-footage-of-trees-beside-a-river-6093375/,B062_PEXELS_6093375.mp4,reused,
B062,2,library,pexels:3779637,pexels,3779637,winding river drone,0.12419111435115338,0.15419111435115337,1920,1080,18.0,Taryn Elliott,https://www.pexels.com/video/aerial-footage-of-a-road-between-mountains-3779637/,B062_PEXELS_3779637.mp4,reused,
B063,1,library,pexels:6965891,pexels,6965891,foothill morning aerial,0.15347985331714153,0.18347985331714153,1920,1080,21.0,Pavel Danilyuk,https://www.pexels.com/video/drone-footage-of-a-country-road-6965891/,B063_PEXELS_6965891.mp4,reused,
B063,2,library,pexels:12454274,pexels,12454274,valley sunrise drone,0.13447988644242287,0.16447988644242287,3840,2160,25.0,Edward Ng,https://www.pexels.com/video/forest-on-hills-near-town-12454274/,B063_PEXELS_12454274.mp4,reused,
B065,1,library,pixabay:240320,pixabay,240320,forest stream morning,0.13323980566114188,0.16323980566114188,3840,2160,30.0,McPix22,https://pixabay.com/videos/id-240320/,B065_PIXABAY_240320.mp4,reused,
B065,2,library,pexels:35214756,pexels,35214756,water over rocks sunrise,0.12947197161614896,0.15947197161614896,3840,2160,21.0,Acres of Film,https://www.pexels.com/video/tranquil-autumn-stream-with-fallen-leaves-35214756/,B065_PEXELS_35214756.mp4,reused,
