beat_id,rank,origin,asset_id,provider,video_id,query,semantic_score,final_score,width,height,duration,contributor,page_url,filename,status,error
B015,2,library,pexels:33213917,pexels,33213917,coast trail morning,0.14245857685804367,0.17245857685804367,3840,2160,23.0,K,https://www.pexels.com/video/aerial-view-of-serene-green-forest-trails-33213917/,B015_PEXELS_33213917.mp4,reused,
B016,1,library,pexels:27065375,pexels,27065375,sun rising ocean mist,0.11509976923465728,0.11009976923465728,3840,2160,43.0,Matthias Groeneveld,https://www.pexels.com/video/the-sun-shines-through-the-trees-in-a-forest-27065375/,B016_PEXELS_27065375.mp4,reused,
B016,2,library,pexels:31807899,pexels,31807899,sun rising ocean mist,0.11260666750371456,0.07260666750371456,3840,2160,25.0,Matthias Groeneveld,https://www.pexels.com/video/sunlit-forest-pathway-in-serene-woodland-31807899/,B016_PEXELS_31807899.mp4,reused,
B017,1,library,pexels:2711145,pexels,2711145,quiet inlet morning,0.14305697172880175,0.17305697172880175,3840,2160,16.0,K,https://www.pexels.com/video/drone-footage-of-the-thick-fog-on-a-mountain-forest-2711145/,B017_PEXELS_2711145.mp4,reused,
B017,2,library,pexels:18934396,pexels,18934396,coast aerial first light,0.1309111116081476,0.1609111116081476,3840,2160,63.0,Tom Fisk,https://www.pexels.com/video/aerial-view-of-a-river-and-fog-in-the-morning-18934396/,B017_PEXELS_18934396.mp4,reused,
B018,1,library,pexels:34848383,pexels,34848383,resting birds shore,0.15326294410973787,0.18326294410973787,3840,2160,25.0,Dikunj  Vaghela,https://www.pexels.com/video/serene-water-birds-at-sunrise-in-winter-34848383/,B018_PEXELS_34848383.mp4,reused,
B018,2,library,pexels:14942311,pexels,14942311,gentle inlet sunrise,0.14462607350200415,0.17462607350200415,3840,2160,30.0,I Am Sorin,https://www.pexels.com/video/river-with-flowing-water-14942311/,B018_PEXELS_14942311.mp4,reused,
B019,1,library,pexels:29792714,pexels,29792714,wide calm ocean morning,0.11529043859243393,0.14529043859243393,1920,1080,15.0,Julien Goettelmann,https://www.pexels.com/video/breathtaking-aerial-view-of-misty-forest-29792714/,B019_PEXELS_29792714.mp4,reused,
B021,1,library,pexels:34023415,pexels,34023415,sunlit coastal cliff,0.11841602571308613,0.1468160257130861,3840,2160,13.0,Santhosh Peddi,https://www.pexels.com/video/stunning-foggy-landscape-aerial-at-sunrise-34023415/,B021_PEXELS_34023415.mp4,reused,
B022,1,library,pexels:14163970,pexels,14163970,tide receding wet sand,0.17215837106108667,0.20215837106108667,3840,2160,18.0,Stefanie Jockschat,https://www.pexels.com/video/fallen-leaves-on-water-14163970/,B022_PEXELS_14163970.mp4,reused,
B022,2,library,pexels:30226963,pexels,30226963,tide receding wet sand,0.14239186100661755,0.17239186100661755,4096,2160,50.0,Sergei Starostin,https://www.pexels.com/video/black-and-white-raindrops-on-leaves-close-up-30226963/,B022_PEXELS_30226963.mp4,reused,
B023,1,library,pexels:10728079,pexels,10728079,estuary dawn aerial,0.18988740142434837,0.21988740142434837,3840,2160,96.0,Tom Fisk,https://www.pexels.com/video/fog-over-river-curves-10728079/,B023_PEXELS_10728079.mp4,reused,
B023,2,library,pexels:26776945,pexels,26776945,estuary dawn aerial,0.16305752616375685,0.19305752616375685,3840,2160,27.0,Aditya  Banerjee,https://www.pexels.com/video/mist-covered-hills-26776945/,B023_PEXELS_26776945.mp4,reused,
B024,1,library,pexels:1436647,pexels,1436647,reeds reflections dawn,0.15955999435484408,0.18875999435484406,1920,1080,14.0,Zuzanna Musial,https://www.pexels.com/video/reflection-of-trees-in-the-lake-1436647/,B024_PEXELS_1436647.mp4,reused,
B024,2,library,pexels:3161277,pexels,3161277,morning reeds close up,0.14677407075464727,0.17677407075464727,1920,1080,17.0,Peter Fowler,https://www.pexels.com/video/close-up-video-of-a-moss-3161277/,B024_PEXELS_3161277.mp4,reused,
B025,1,library,pexels:19804747,pexels,19804747,riverbank morning detail,0.145682250790298,0.17488225079029798,3840,2160,14.0,Sergei Garenko,https://www.pexels.com/video/sunset-golden-hour-over-the-river-19804747/,B025_PEXELS_19804747.mp4,reused,
B025,2,library,pixabay:168742,pixabay,168742,riverbank morning detail,0.14014056377112866,0.17014056377112866,3840,2160,37.0,KIMDAEJEUNG,https://pixabay.com/videos/id-168742/,B025_PIXABAY_168742.mp4,reused,
B026,1,library,pexels:6278330,pexels,6278330,grass first light,0.16031123675405978,0.19031123675405978,3840,2160,19.0,Ambient_Nature_ Atmosphere,https://www.pexels.com/video/beautiful-lake-by-the-forest-6278330/,B026_PEXELS_6278330.mp4,reused,
B026,2,library,pexels:5833097,pexels,5833097,grass first light,0.1365768810361624,0.1665768810361624,4096,2160,25.0,KATRIN  BOLOVTSOVA,https://www.pexels.com/video/walkway-through-the-woods-5833097/,B026_PEXELS_5833097.mp4,reused,
B027,1,library,pexels:33237395,pexels,33237395,first rays reeds,0.12797115720808508,0.15797115720808508,3840,2160,47.0,_ MARROS _,https://www.pexels.com/video/serene-misty-forest-with-sunbeams-33237395/,B027_PEXELS_33237395.mp4,reused,
B027,2,library,pixabay:56477,pixabay,56477,mist lifting wetland,0.12376860804855824,0.15376860804855824,3840,2160,16.0,Matthias_Groeneveld,https://pixabay.com/videos/id-56477/,B027_PIXABAY_56477.mp4,reused,
B028,1,library,pixabay:70467,pixabay,70467,river dawn aerial,0.17926180377602577,0.20926180377602577,3840,2160,25.0,juwelfahim48,https://pixabay.com/videos/id-70467/,B028_PIXABAY_70467.mp4,reused,
B028,2,library,pexels:34445266,pexels,34445266,morning valley water,0.17097278997302057,0.20097278997302057,3840,2160,28.0,Septimiu Lupea,https://www.pexels.com/video/stunning-aerial-view-of-river-at-sunrise-34445266/,B028_PEXELS_34445266.mp4,reused,
B029,1,library,pexels:20559153,pexels,20559153,leaf settling stones,0.15713092502951623,0.18713092502951623,1920,1080,64.0,Titus Blue,https://www.pexels.com/video/small-narrow-river-20559153/,B029_PEXELS_20559153.mp4,reused,
B029,2,library,pexels:28962347,pexels,28962347,leaf settling stones,0.15697528697550298,0.18697528697550297,3840,2160,20.0,Karl  Byron,https://www.pexels.com/video/dewy-leaves-in-lush-greenery-shot-28962347/,B029_PEXELS_28962347.mp4,reused,
B030,1,library,pixabay:240320,pixabay,240320,leaf flowing river,0.14870653912425041,0.1787065391242504,3840,2160,30.0,McPix22,https://pixabay.com/videos/id-240320/,B030_PIXABAY_240320.mp4,reused,
B030,2,library,pixabay:174495,pixabay,174495,leaf flowing river,0.13475649036467077,0.16475649036467077,3840,2160,20.0,LensBoy,https://pixabay.com/videos/id-174495/,B030_PIXABAY_174495.mp4,reused,
B031,1,library,pexels:6512221,pexels,6512221,quiet river morning,0.151932535097003,0.181932535097003,3840,2160,35.0,Ambient_Nature_ Atmosphere,https://www.pexels.com/video/mist-over-the-lake-6512221/,B031_PEXELS_6512221.mp4,reused,
B031,2,library,pexels:6444883,pexels,6444883,quiet river morning,0.15067208088934422,0.18067208088934422,3840,2160,21.0,Ambient_Nature_ Atmosphere,https://www.pexels.com/video/low-angle-shot-of-the-lake-6444883/,B031_PEXELS_6444883.mp4,reused,
B032,1,library,pexels:6093375,pexels,6093375,river current sunrise,0.1523902402818203,0.1823902402818203,3840,2160,29.0,K,https://www.pexels.com/video/aerial-footage-of-trees-beside-a-river-6093375/,B032_PEXELS_6093375.mp4,reused,
B032,2,library,pexels:29136253,pexels,29136253,flowing river morning,0.14724399164319038,0.17724399164319038,3840,2160,89.0,Sergey Guk,https://www.pexels.com/video/breathtaking-view-of-albanian-mountains-at-sunrise-29136253/,B032_PEXELS_29136253.mp4,reused,
B033,1,library,pexels:10579237,pexels,10579237,morning wind meadow,0.13331982284784316,0.16331982284784316,3840,2160,36.0,Traveling on  the Go,https://www.pexels.com/video/birds-eye-view-of-a-winding-stream-near-a-forest-10579237/,B033_PEXELS_10579237.mp4,reused,
B033,2,library,pixabay:197564,pixabay,197564,grass circling stones,0.11227467000484467,0.14227467000484467,3840,2160,24.0,Kanenori,https://pixabay.com/videos/id-197564/,B033_PIXABAY_197564.mp4,reused,
B034,1,library,pexels:7919065,pexels,7919065,weathered rocks light,0.15271458016708495,0.18271458016708494,3840,2160,60.0,I Am Sorin,https://www.pexels.com/video/water-flowing-on-a-forest-river-7919065/,B034_PEXELS_7919065.mp4,reused,
B034,2,library,pexels:3626773,pexels,3626773,moss stones morning,0.14649779242277144,0.17649779242277144,1920,1080,21.0,The Marc Knight,https://www.pexels.com/video/dormant-moss-on-plant-stem-due-to-lack-of-water-3626773/,B034_PEXELS_3626773.mp4,reused,
B035,1,library,pixabay:203449,pixabay,203449,ripples shadow light,0.11712918089330196,0.14712918089330196,3840,2160,15.0,JoshuaWoroniecki,https://pixabay.com/videos/id-203449/,B035_PIXABAY_203449.mp4,reused,
B035,2,library,pexels:18637358,pexels,18637358,ripples shadow light,0.11385853731632234,0.14385853731632234,3840,2160,15.0,Matias Luge,https://www.pexels.com/video/a-river-in-the-woods-with-trees-and-water-18637358/,B035_PEXELS_18637358.mp4,reused,
B036,1,library,pexels:11675380,pexels,11675380,winding river aerial,0.1639914655685425,0.1939914655685425,3840,2160,22.0,Sergei Skrynnik,https://www.pexels.com/video/drone-footage-of-a-river-in-a-mountain-landscape-11675380/,B036_PEXELS_11675380.mp4,reused,
B036,2,library,pexels:34445262,pexels,34445262,river valley sunrise,0.1384235268086195,0.1684235268086195,3840,2160,25.0,Septimiu Lupea,https://www.pexels.com/video/scenic-sunrise-over-serene-river-valley-34445262/,B036_PEXELS_34445262.mp4,reused,
B037,1,library,pixabay:106600,pixabay,106600,clear spring morning,0.1294601976275444,0.1594601976275444,4096,2160,15.0,CLEARSTREAMFILM,https://pixabay.com/videos/id-106600/,B037_PIXABAY_106600.mp4,reused,
B037,2,library,pexels:6621098,pexels,6621098,water source rocks,0.11880339145660401,0.147203391456604,4096,2160,13.0,https://kaboompics.com/,https://www.pexels.com/video/close-up-video-of-a-puddle-6621098/,B037_PEXELS_6621098.mp4,reused,
B038,1,library,pexels:19711802,pexels,19711802,stream cascade dawn,0.171579254463315,0.201579254463315,1920,1080,51.0,Anton Atanasov,https://www.pexels.com/video/a-stream-flowing-through-a-forest-in-the-sun-19711802/,B038_PEXELS_19711802.mp4,reused,
B038,2,library,pexels:10397245,pexels,10397245,stream cascade dawn,0.16747403979301453,0.19747403979301453,3840,2160,22.0,Олеся Ронжанина,https://www.pexels.com/video/sunlight-over-stream-in-forest-10397245/,B038_PEXELS_10397245.mp4,reused,
B039,1,library,pexels:6851362,pexels,6851362,open hands stream morning,0.17280791514118513,0.20280791514118512,2560,1440,20.0,Martina Tomšič,https://www.pexels.com/video/a-man-meditating-in-a-forest-6851362/,B039_PEXELS_6851362.mp4,reused,
B039,2,library,pexels:29170629,pexels,29170629,open hands stream morning,0.15067275051027537,0.18067275051027537,3840,2160,43.0,Tom Fisk,https://www.pexels.com/video/serene-aerial-panorama-of-lush-forest-at-sunrise-29170629/,B039_PEXELS_29170629.mp4,reused,
B040,1,library,pexels:5673591,pexels,5673591,gentle water shore detail,0.14228776958584785,0.17228776958584785,1920,1080,60.0,Naga Sumanth L,https://www.pexels.com/video/close-up-video-of-leaves-5673591/,B040_PEXELS_5673591.mp4,reused,
B040,2,library,pexels:28431353,pexels,28431353,gentle water shore detail,0.12398920481403669,0.15318920481403667,2560,1440,14.0,Michał Robak,https://www.pexels.com/video/a-green-plant-in-the-woods-with-rain-drops-28431353/,B040_PEXELS_28431353.mp4,reused,
B041,1,library,pexels:29792712,pexels,29792712,valley detail dawn,0.1258577319085598,0.1558577319085598,1920,1080,15.0,Julien Goettelmann,https://www.pexels.com/video/aerial-view-of-misty-forest-in-autumn-29792712/,B041_PEXELS_29792712.mp4,reused,
B041,2,library,pexels:38270290,pexels,38270290,weathered stone morning,0.1240977998872598,0.1540977998872598,2560,1440,20.0,Elder Bejarano,https://www.pexels.com/video/lush-greenery-and-ferns-in-sunlight-38270290/,B041_PEXELS_38270290.mp4,reused,
B042,1,library,pexels:35897629,pexels,35897629,small river junction,0.13936390627920628,0.16776390627920626,1920,1080,13.0,Rich C,https://www.pexels.com/video/bird-by-the-river-in-arizona-desert-setting-35897629/,B042_PEXELS_35897629.mp4,reused,
B042,2,library,pexels:13016862,pexels,13016862,morning water confluence,0.1319951664706071,0.1619951664706071,2560,1440,35.0,Carsten Link,https://www.pexels.com/video/sun-over-woods-13016862/,B042_PEXELS_13016862.mp4,reused,
B043,1,library,pexels:27112897,pexels,27112897,river entering valley,0.1539408293068409,0.1791408293068409,3840,2160,9.0,Alex Moliski,https://www.pexels.com/video/a-river-runs-through-a-valley-in-the-middle-of-a-forest-27112897/,B043_PEXELS_27112897.mp4,reused,
B043,2,library,pexels:37474094,pexels,37474094,morning valley water,0.14408795438706876,0.17408795438706876,3840,2160,33.0,潇阳 刘,https://www.pexels.com/video/aerial-drone-view-of-rocky-terrain-37474094/,B043_PEXELS_37474094.mp4,reused,
B044,1,library,pexels:3779637,pexels,3779637,foothill trail morning,0.153145975664258,0.183145975664258,1920,1080,18.0,Taryn Elliott,https://www.pexels.com/video/aerial-footage-of-a-road-between-mountains-3779637/,B044_PEXELS_3779637.mp4,reused,
B044,2,library,pexels:6965891,pexels,6965891,foothill trail morning,0.14755533677339555,0.17755533677339555,1920,1080,21.0,Pavel Danilyuk,https://www.pexels.com/video/drone-footage-of-a-country-road-6965891/,B044_PEXELS_6965891.mp4,reused,
B045,1,library,pexels:19872896,pexels,19872896,lone walker bridge,0.15619446501135825,0.18619446501135825,3840,2160,18.0,Jozef Papp,https://www.pexels.com/video/aerial-view-of-a-bridge-over-a-river-19872896/,B045_PEXELS_19872896.mp4,reused,
B045,2,library,pexels:14140075,pexels,14140075,lone walker bridge,0.15549599729478358,0.18549599729478358,3840,2160,25.0,Johan Lundgren,https://www.pexels.com/video/stream-and-footbridge-in-forest-14140075/,B045_PEXELS_14140075.mp4,reused,
B046,1,library,pexels:19971387,pexels,19971387,grass path morning,0.1394421724230051,0.1694421724230051,3840,2160,25.0,Sarowar Hussain,https://www.pexels.com/video/beautiful-trees-19971387/,B046_PEXELS_19971387.mp4,reused,
B046,2,library,pexels:19655269,pexels,19655269,empty valley trail,0.12402931056916713,0.15402931056916713,3840,2160,30.0,Everett Bumstead,https://www.pexels.com/video/conifer-trees-small-size-19655269/,B046_PEXELS_19655269.mp4,reused,
B047,1,library,pexels:11621861,pexels,11621861,Scripture natural light,0.1340159737598151,0.1640159737598151,3840,2160,60.0,I Am Sorin,https://www.pexels.com/video/flowing-water-in-stream-11621861/,B047_PEXELS_11621861.mp4,reused,
B047,2,library,pixabay:357054,pixabay,357054,Bible tree stump dawn,0.1297638750076294,0.15816387500762938,3840,2160,13.0,BlenderTimer,https://pixabay.com/videos/id-357054/,B047_PIXABAY_357054.mp4,reused,
B048,1,library,pexels:34527573,pexels,34527573,tree roots trail,0.15174863111227752,0.18174863111227751,3840,2160,26.0,Agnieszka Taggart,https://www.pexels.com/video/serene-pathway-through-jacaranda-trees-at-sunset-34527573/,B048_PEXELS_34527573.mp4,reused,
B048,2,library,pexels:6135300,pexels,6135300,foothill trail sunlight,0.13127851966768503,0.16127851966768503,3840,2160,59.0,Engin Akyurt,https://www.pexels.com/video/trees-in-the-forest-6135300/,B048_PEXELS_6135300.mp4,reused,
B049,1,library,pexels:10870559,pexels,10870559,stepping stones stream,0.12734328401088715,0.15734328401088715,1920,1080,40.0,Richard Wilson,https://www.pexels.com/video/water-flowing-in-river-in-forest-10870559/,B049_PEXELS_10870559.mp4,reused,
B049,2,library,pexels:10239734,pexels,10239734,stepping stones stream,0.11359856095910072,0.14359856095910073,1920,1080,45.0,Vladyslav Kalashnyk,https://www.pexels.com/video/brook-in-forest-10239734/,B049_PEXELS_10239734.mp4,reused,
B050,1,library,pexels:12590348,pexels,12590348,sun crossing valley,0.14680983662605288,0.17680983662605287,4096,2160,48.0,Steven Van Elk,https://www.pexels.com/video/drone-shot-of-a-scenery-with-hills-12590348/,B050_PEXELS_12590348.mp4,reused,
B050,2,library,pexels:12454274,pexels,12454274,sun crossing valley,0.11462548464536668,0.14462548464536668,3840,2160,25.0,Edward Ng,https://www.pexels.com/video/forest-on-hills-near-town-12454274/,B050_PEXELS_12454274.mp4,reused,
B051,1,library,pexels:33458345,pexels,33458345,wind through grass,0.112211205214262,0.142211205214262,3840,2160,22.0,Ahto Palmre,https://www.pexels.com/video/serene-sunrise-over-misty-forest-landscape-33458345/,B051_PEXELS_33458345.mp4,reused,
B052,1,library,pexels:32033447,pexels,32033447,rays through trees,0.11354007586836815,0.14354007586836814,3840,2160,33.0,Justin Stretch,https://www.pexels.com/video/peaceful-sunlit-woodland-path-in-spring-32033447/,B052_PEXELS_32033447.mp4,reused,
B052,2,library,pexels:7716998,pexels,7716998,forest light morning,0.11896203752607107,0.11396203752607106,3840,2160,60.0,I Am Sorin,https://www.pexels.com/video/water-flowing-in-the-river-7716998/,B052_PEXELS_7716998.mp4,reused,
B053,1,library,pexels:4220800,pexels,4220800,leaves fallen log,0.13663835306465627,0.16663835306465627,1920,1080,301.0,Hinata Japan,https://www.pexels.com/video/video-of-a-wet-tree-branch-4220800/,B053_PEXELS_4220800.mp4,reused,
B053,2,library,pexels:3229038,pexels,3229038,leaves fallen log,0.13334536519646645,0.16334536519646645,1920,1080,38.0,Chris Gonzalez,https://www.pexels.com/video/close-up-look-of-a-forest-floor-3229038/,B053_PEXELS_3229038.mp4,reused,
B054,1,library,pexels:6508498,pexels,6508498,dew grass close up,0.13835897944867612,0.16835897944867612,3840,2160,18.0,Tima Miroshnichenko,https://www.pexels.com/video/close-up-shot-of-leaves-with-water-6508498/,B054_PEXELS_6508498.mp4,reused,
B054,2,library,pexels:8191001,pexels,8191001,morning leaves sunlight,0.11913160434365272,0.1459316043436527,4096,2160,11.0,ROMAN ODINTSOV,https://www.pexels.com/video/close-up-video-of-ferns-8191001/,B054_PEXELS_8191001.mp4,reused,
B057,1,library,pexels:8453769,pexels,8453769,butterflies meadow sunrise,0.11276761261746288,0.10776761261746287,3840,2160,93.0,Tom Fisk,https://www.pexels.com/video/aerial-footage-of-a-landscape-8453769/,B057_PEXELS_8453769.mp4,reused,
B058,1,library,pexels:2878082,pexels,2878082,sunlit valley details,0.1358348149433732,0.1308348149433732,3840,2160,30.0,K,https://www.pexels.com/video/aerial-view-of-a-beautiful-landscape-with-reflection-of-the-sun-on-the-river-2878082/,B058_PEXELS_2878082.mp4,reused,
B058,2,library,pexels:10573375,pexels,10573375,morning meadow light,0.12506490550935268,0.08506490550935267,3840,2160,94.0,Tom Fisk,https://www.pexels.com/video/drone-footage-of-a-dense-forest-and-a-road-10573375/,B058_PEXELS_10573375.mp4,reused,
B059,1,library,pexels:38641587,pexels,38641587,foothill wildlife,0.1338193440437317,0.1638193440437317,3840,2160,51.0,Ruben Boekeloo,https://www.pexels.com/video/serene-sky-with-birds-flying-over-tree-canopy-38641587/,B059_PEXELS_38641587.mp4,reused,
B059,2,library,pexels:33627855,pexels,33627855,path through meadow dawn,0.11624266462773085,0.14304266462773085,3840,2160,11.0,Alex Moliski,https://www.pexels.com/video/woman-hiking-through-lush-green-forest-33627855/,B059_PEXELS_33627855.mp4,reused,
B060,1,library,pexels:20583507,pexels,20583507,distant companionship nature,0.1137564079463482,0.03875640794634819,3840,2160,23.0,Matthias Groeneveld,https://www.pexels.com/video/a-person-walking-down-a-dirt-road-at-sunset-20583507/,B060_PEXELS_20583507.mp4,reused,
B061,1,library,pexels:38339853,pexels,38339853,meadow river wide,0.1254754865169525,0.1554754865169525,3840,2160,27.0,Yasin Onuş,https://www.pexels.com/video/scenic-springtime-walk-across-forest-bridge-38339853/,B061_PEXELS_38339853.mp4,reused,
B061,2,library,pexels:35695269,pexels,35695269,sunlit watershed drone,0.11968929838389158,0.14968929838389158,4096,2160,16.0,Anil  Sharma,https://www.pexels.com/video/aerial-view-of-scenic-mountain-roadway-35695269/,B061_PEXELS_35695269.mp4,reused,
B063,1,library,pexels:32564405,pexels,32564405,butterfly meadow morning,0.1347238612920046,0.1647238612920046,3840,2160,25.0,Đào Thân,https://www.pexels.com/video/bird-perched-on-branch-in-lush-greenery-32564405/,B063_PEXELS_32564405.mp4,reused,
B064,1,library,pexels:35544622,pexels,35544622,countryside morning drone,0.12702508322894573,0.15702508322894573,3840,2160,26.0,Adem Albayrak,https://www.pexels.com/video/misty-forest-road-with-atmospheric-fog-35544622/,B064_PEXELS_35544622.mp4,reused,
B065,1,library,pexels:19365181,pexels,19365181,misty foothills morning,0.1162813489884138,0.1462813489884138,3840,2160,35.0,David Pickup |  Advertising & Marketing  🇬🇧,https://www.pexels.com/video/dog-walking-in-the-snow-19365181/,B065_PEXELS_19365181.mp4,reused,
B065,2,library,pixabay:176780,pixabay,176780,distant silhouette valley,0.11432700459177916,0.14432700459177916,2560,1440,21.0,ddong8496,https://pixabay.com/videos/id-176780/,B065_PIXABAY_176780.mp4,reused,
